"Risk_ID,Risk_Title,Risk_Description,Risk_Category,Sub_Category,Sector,Department_Unit,Project_Name,Project_Code,Project_Phase,Process_Group,Risk_Owner,Stakeholder_Group,Date_Identified,Probability_Rating,Impact_Rating,Risk_Score,Qualitative_Notes,Quantitative_Notes,Mitigation_Strategy,Contingency_Plan,Risk_Status,Review_Date,Monitoring_Method,Control_Method,Documentation_Link,Lessons_Learned,Source_Type,Data_Quality_Flag,RMS_Step_Primary,RMS_Step_Identification,RMS_Step_Analysis_Qualitative,RMS_Step_Analysis_Quantitative,RMS_Step_Response_Planning,RMS_Step_Monitoring,RMS_Step_Controlling,RMS_Step_Documentation"
"SD054,Untracked Feature Rollout,Feature rollout lacks monitoring and feedback,Delivery Risk,Release Strategy,IT Software & Development,Product Management,RolloutTrack Program,RTP-2025,Execution,Monitoring,Product Owner,Engineering & Support,2025-09-24,3,3,9,No visibility into rollout success,No feedback loop or metrics,Track rollout metrics and user feedback,Pause rollout if KPIs not met,Open,2025-11-23,Rollout Logs,Rollout Policy,https://rollouttrack/docs/sd054,Rollouts must be monitored,Internal Audit,Verified,Identification,Yes,Yes,Yes,No,No,Yes,No"
"SD055,Unverified Build Retry Logic,Build retries not validated under failure,Delivery Risk,CI/CD Reliability,IT Software & Development,DevOps,RetryGuard Program,RGP-2025,Execution,Monitoring,DevOps Lead,Engineering,2025-09-24,3,3,9,Retries fail silently or loop"
"SD056,Unverified Build Retry Logic,Build retries not validated under failure,Delivery Risk,CI/CD Reliability,IT Software & Development,DevOps,RetryGuard Program,RGP-2025,Execution,Monitoring,DevOps Lead,Engineering,2025-09-24,3,3,9,Retries fail silently or loop infinitely,No retry validation in pipeline,Implement retry logic tests and failure thresholds,Alert on retry anomalies and block unstable builds,Open,2025-11-24,CI Logs,Retry Policy,https://retryguard/docs/sd056,Retry logic must be tested,Internal Audit,Verified,Identification,Yes,Yes,Yes,No,No,Yes,No"
"SD057,Untracked Code Review Metrics,Code reviews lack performance tracking,Delivery Risk,Code Quality,IT Software & Development,Engineering,ReviewTrack Program,RTP-2025,Execution,Monitoring,Tech Lead,Engineering,2025-09-24,3,3,9,Slow reviews and bottlenecks,No metrics on review time or coverage,Track review turnaround and reviewer load,Escalate overdue reviews to leads,Open,2025-11-25,Review Logs,Code Review Policy,https://reviewtrack/docs/sd057,Metrics improve review efficiency,Internal Audit,Verified,Identification,Yes,Yes,Yes,No,No,Yes,No"
"SD058,Unverified Feature Flag Ownership,Flags lack assigned owners and lifecycle,Delivery Risk,Release Management,IT Software & Development,Engineering,FeatureControl Program,FCP-2025,Execution,Controlling,Tech Lead,Product & QA,2025-09-24,3,3,9,Flags remain active without oversight,No ownership registry or expiry rules,Assign flag owners and enforce expiry dates,Audit flags monthly and notify owners,Open,2025-11-26,Flag Logs,Feature Flag Policy,https://featurecontrol/docs/sd058,Ownership ensures flag hygiene,Internal Audit,Verified,Identification,Yes,Yes,Yes,No,No,Yes,No"
"SD059,Untracked Test Execution Time,Test suites run without time benchmarks,Delivery Risk,Quality Assurance,IT Software & Development,QA,TestTrack Program,TTP-2025,Execution,Monitoring,QA Lead,Engineering,2025-09-24,3,3,9,CI pipelines delayed by slow tests,No execution time tracking,Log test durations and set thresholds,Flag slow tests and optimize,Open,2025-11-27,Test Logs,Test Performance Policy,https://testtrack/docs/sd059,Speed matters in CI pipelines,Internal Audit,Verified,Identification,Yes,Yes,Yes,No,No,Yes,No"
"SD060,Unverified Release Rollback Steps,Rollback steps not tested or documented,Delivery Risk,Release Management,IT Software & Development,DevOps,ReleaseGuard Program,RGP-2025,Execution,Controlling,Release Manager,Engineering & QA,2025-09-24,3,4,12,Failed releases cause extended outages,No rollback validation or dry runs,Document rollback steps and test in staging,Include rollback in release checklist,Open,2025-11-28,Release Logs,Rollback Policy,https://releaseguard/docs/sd060,Rollback readiness reduces downtime,Internal Audit,Verified,Identification,Yes,Yes,Yes,Yes,No,Yes,No"
"SD061,Unverified API Deprecation Notices,Deprecated APIs lack formal communication,Delivery Risk,API Lifecycle,IT Software & Development,Engineering,DeprecationTrack Program,DTP-2025,Execution,Controlling,API Lead,Frontend & Client Teams,2025-09-24,3,3,9,Clients break due to silent deprecation,No notice or migration guide,Publish deprecation schedule and migration docs,Notify consumers and monitor usage,Open,2025-11-29,API Logs,Deprecation Policy,https://deprecationtrack/docs/sd061,Deprecation must be managed,Internal Audit,Verified,Identification,Yes,Yes,Yes,Yes,No,Yes,Yes"
"SD062,Untracked UX Debt,UX inconsistencies accumulate without resolution,Delivery Risk,User Experience,IT Software & Development,Design,UXFit Program,UXF-2025,Execution,Monitoring,UX Lead,Product & QA,2025-09-24,3,3,9,User frustration and brand erosion,No UX debt register or prioritization,Log UX debt and align with roadmap,Review UX debt quarterly,Open,2025-11-30,UX Logs,UX Debt Policy,https://uxfit/docs/sd062,UX debt must be tracked,Internal Audit,Verified,Identification,Yes,Yes,Yes,No,No,Yes,Yes"
"SD063,Unverified Test Data Masking,Test data contains real user information,Delivery Risk,Data Protection,IT Software & Development,QA,DataGuard Program,DGP-2025,Execution,Monitoring,QA Lead,Legal & Engineering,2025-09-24,4,4,16,Privacy violations and legal exposure,No masking or synthetic data strategy,Use anonymization tools and enforce masking,Purge sensitive test data and notify legal,Open,2025-12-01,Test Logs,Data Masking Policy,https://dataguard/docs/sd063,Test data must be safe,External Audit,Verified,Identification,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
"SD064,Untracked UI Feedback Loops,UI feedback not integrated into design cycles,Delivery Risk,UX Strategy,IT Software & Development,Design,UXFit Program,UXF-2025,Execution,Monitoring,UX Lead,Support & Product,2025-09-24,3,3,9,Design decisions ignore user input,No feedback loop or tagging system,Tag feedback by UI component and review monthly,Include feedback in design retrospectives,Open,2025-12-02,Feedback Logs,UX Feedback Policy,https://uxfit/docs/sd064,Feedback drives better design,Internal Audit,Verified,Identification,Yes,Yes,Yes,No,No,Yes,No"
"SD065,Unverified API Pagination,APIs lack pagination enforcement,Delivery Risk,API Design,IT Software & Development,Engineering,InterfaceGuard Program,IGP-2025,Execution,Monitoring,Backend Lead,Frontend & QA,2025-09-24,3,4,12,Performance issues and client crashes,No pagination or limits,Enforce pagination and document usage,Alert on oversized responses,Open,2025-12-03,API Logs,Pagination Policy,https://interfaceguard/docs/sd065,Pagination protects performance,Internal Audit,Verified,Identification,Yes,Yes,Yes,No,No,Yes,No"
"SD066,Untracked Feature Toggle Expiry,Feature toggles remain active indefinitely,Delivery Risk,Release Management,IT Software & Development,Engineering,FeatureControl Program,FCP-2025,Execution,Monitoring,Tech Lead,QA & Product,2025-09-24,3,3,9,Code complexity and hidden bugs,No toggle expiry or lifecycle tracking,Set toggle expiry dates and enforce cleanup,Audit toggles monthly,Open,2025-12-04,Toggle Logs,Feature Toggle Policy,https://featurecontrol/docs/sd066,Toggle lifecycle must be enforced,Internal Audit,Verified,Identification,Yes,Yes,Yes,No,No,Yes,No"
"SD067,Unverified Build Artifact Integrity,Artifacts modified post-build,Delivery Risk,DevOps Security,IT Software & Development,DevOps,ArtifactGuard Program,AGP-2025,Execution,Monitoring,DevOps Lead,Security & QA,2025-09-24,4,4,16,Tampered builds and trust issues,No artifact signing or validation,Sign artifacts and verify checksums,Block deploys on integrity failure,Open,2025-12-05,Artifact Logs,Artifact Integrity Policy,https://artifactguard/docs/sd067,Integrity ensures trust,External Audit,Verified,Identification,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
"SD068,Untracked UI Component Usage,Components reused without governance,Delivery Risk,Frontend Architecture,IT Software & Development,Engineering,UIHarmony Program,UIH-2025,Execution,Monitoring,Frontend Lead,Design & QA,2025-09-24,3,3,9,Inconsistent UX and styling drift,No usage registry or review,Track component usage and enforce design tokens,Review usage quarterly,Open,2025-12-06,Component Logs,UI Governance Policy,https://uiharmony/docs/sd068,Governance improves consistency,Internal Audit,Verified,Identification,Yes,Yes,Yes,No,No,Yes,No"
"SD069,Unverified API Error Codes,Error codes lack consistency and documentation,Delivery Risk,API Design,IT Software & Development,Engineering,ErrorGuard Program,EGP-2025,Execution,Monitoring,Backend Lead,Frontend & QA,2025-09-24,3,4,12,Clients misinterpret errors,No error code standards,Define error code schema and enforce via linting,Review error responses in staging,Open,2025-12-07,Error Logs,Error Code Policy,https://errorguard/docs/sd069,Consistency improves debugging,Internal Audit,Verified,Identification,Yes,Yes,Yes,No,No,Yes,No"
"SD070,Untracked Test Case Ownership,Test cases lack assigned owners,Delivery Risk,Quality Assurance,IT Software & Development,QA,TestTrack Program,TTP-2025,Execution,Controlling,QA Lead,Engineering,2025-09-24,3,3,9,Tests become outdated or duplicated,No ownership registry,Assign owners per test suite and track in QA repo,Review ownership quarterly,Open,2025-12-08,Test Logs,Test Ownership Policy,https://testtrack/docs/sd070,Ownership improves test quality,Internal Audit,Verified,Identification,Yes,Yes,Yes,No,No,Yes,No"
"SD071,Unverified API Versioning,APIs lack version control and migration paths,Delivery Risk,API Lifecycle,IT Software & Development,Engineering,InterfaceGuard Program,IGP-2025,Execution,Monitoring,API Lead,Frontend & Client Teams,2025-09-24,4,4,16,Breaking changes affect consumers,No versioning strategy,Use semantic versioning and document changes,Notify consumers and monitor adoption,Open,2025-12-09,API Logs,Versioning Policy,https://interfaceguard/docs/sd071,Versioning protects stability,External Audit,Verified,Identification,Yes,Yes,Yes,Yes,No,Yes,Yes"
"SD072,Untracked UI Accessibility Coverage,Accessibility tests not mapped to components,Delivery Risk,Inclusive Design,IT Software & Development,Design,AccessTrack Program,ATP-2025,Execution,Monitoring,UX Lead,QA & Legal,2025-09-24,3,4,12,Non-compliance and user exclusion,No coverage matrix or tagging,Map a11y tests to components and enforce coverage,Review gaps monthly,Open,2025-12-10,A11y Logs,Accessibility Coverage Policy,https://accesstrack/docs/sd072,Coverage ensures inclusivity,External Audit,Verified,Identification,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
"SD073,Unverified API Throttling,Throttling not tested under load,Delivery Risk,API Performance,IT Software & Development,Engineering,RateGuard Program,RGP-2025,Execution,Monitoring,Backend Lead,Frontend & QA,2025-09-24,3,4,12,APIs crash under traffic spikes,No throttling simulation,Simulate load and validate throttling logic,Alert on threshold breaches,Open,2025-12-11,API Logs,Throttling Policy,https://rateguard/docs/sd073,Throttling must be tested,Internal Audit,Verified,Identification,Yes,Yes,Yes,No,No,Yes,No"
"SD074,Untracked UX Metrics,UX KPIs not defined or monitored,Delivery Risk,User Experience,IT Software & Development,Design,UXFit Program,UXF-2025,Execution,Monitoring,UX Lead,Product & Support,2025-09-24,3,3,9,UX decisions lack data support,No metrics or dashboards,Define UX KPIs and monitor via analytics,Review metrics monthly,Open,2025-12-12,UX Logs,UX Metrics Policy,https://uxfit/docs/sd074,Metrics drive better UX,Internal Audit,Verified,Identification,Yes,Yes,Yes,No,No,Yes,No"
"SD075,Unverified API Authentication Flow,Auth flow lacks test coverage and fallback,Delivery Risk,Security Integration,IT Software & Development,Engineering,AuthTrack Program,ATP-2025,Execution,Monitoring,Backend Lead,Security & QA,2025-09-24,3,4,12,Users locked out or bypass authentication,No test coverage or fallback logic,Test all auth scenarios including edge cases,Implement fallback and alerting on auth failures,Open,2025-12-13,Auth Logs,Authentication"
"SD076,Untracked API Usage Metrics,API endpoints lack usage tracking,Delivery Risk,API Analytics,IT Software & Development,Engineering,UsageTrack Program,UTP-2025,Execution,Monitoring,API Lead,Product & Support,2025-09-24,3,3,9,No visibility into endpoint adoption,No instrumentation or dashboards,Instrument endpoints with usage metrics,Review usage monthly and optimize,Open,2025-12-14,API Logs,API Analytics Policy,https://usagetrack/docs/sd076,Usage data drives decisions,Internal Audit,Verified,Identification,Yes,Yes,Yes,No,No,Yes,No"
"SD077,Unverified API Timeout Handling,Timeouts not tested under load,Delivery Risk,API Reliability,IT Software & Development,Engineering,TimeoutGuard Program,TGP-2025,Execution,Monitoring,Backend Lead,Frontend & QA,2025-09-24,3,4,12,Clients experience hangs or crashes,No timeout simulation or fallback,Simulate timeouts and enforce fallback logic,Alert on timeout breaches,Open,2025-12-15,API Logs,Timeout Policy,https://timeoutguard/docs/sd077,Timeouts must be handled gracefully,Internal Audit,Verified,Identification,Yes,Yes,Yes,No,No,Yes,No"
"SD078,Untracked Feature Flag Conflicts,Conflicting flags cause unexpected behavior,Delivery Risk,Release Management,IT Software & Development,Engineering,FeatureControl Program,FCP-2025,Execution,Monitoring,Tech Lead,QA & Product,2025-09-24,3,3,9,Features behave inconsistently across environments,No conflict detection or resolution,Track flag combinations and test interactions,Audit flags before release,Open,2025-12-16,Flag Logs,Feature Flag Policy,https://featurecontrol/docs/sd078,Flag conflicts must be resolved,Internal Audit,Verified,Identification,Yes,Yes,Yes,No,No,Yes,No"
"SD079,Unverified API Retry Strategy,Retry logic not tested under failure,Delivery Risk,API Resilience,IT Software & Development,Engineering,RetryGuard Program,RGP-2025,Execution,Monitoring,Backend Lead,Frontend & QA,2025-09-24,3,3,9,Retries fail silently or overload systems,No retry strategy or limits,Define retry strategy and test under load,Alert on retry anomalies,Open,2025-12-17,API Logs,Retry Policy,https://retryguard/docs/sd079,Retries must be predictable,Internal Audit,Verified,Identification,Yes,Yes,Yes,No,No,Yes,No"
"SD080,Untracked UI Component Deprecation,Deprecated components still used in production,Delivery Risk,Frontend Architecture,IT Software & Development,Engineering,UIHarmony Program,UIH-2025,Execution,Monitoring,Frontend Lead,Design & QA,2025-09-24,3,3,9,Visual inconsistencies and tech debt,No deprecation tracking or enforcement,Tag deprecated components and block usage,Audit component usage quarterly,Open,2025-12-18,Component Logs,UI Deprecation Policy,https://uiharmony/docs/sd080,Deprecation must be enforced,Internal Audit,Verified,Identification,Yes,Yes,Yes,No,No,Yes,No"
"SD081,Unverified API Caching Strategy,Caching logic not validated under load,Delivery Risk,API Performance,IT Software & Development,Engineering,CacheTrack Program,CTP-2025,Execution,Monitoring,Backend Lead,Frontend & QA,2025-09-24,3,4,12,Slow responses and redundant queries,No cache validation or TTL enforcement,Test caching logic and enforce TTLs,Monitor cache hit rates and optimize,Open,2025-12-19,API Logs,Caching Policy,https://cachetrack/docs/sd081,Caching must be predictable,Internal Audit,Verified,Identification,Yes,Yes,Yes,No,No,Yes,No"
"SD082,Untracked Release Approval Flow,Releases launched without formal approval,Delivery Risk,Release Governance,IT Software & Development,DevOps,ReleaseGuard Program,RGP-2025,Execution,Controlling,Release Manager,Engineering & QA,2025-09-24,3,4,12,Unauthorized changes reach production,No approval workflow or audit trail,Enforce approval gates and log sign-offs,Block release without approvals,Open,2025-12-20,Release Logs,Release Approval Policy,https://releaseguard/docs/sd082,Approvals ensure accountability,Internal Audit,Verified,Identification,Yes,Yes,Yes,Yes,No,Yes,Yes"
"SD083,Unverified API Schema Evolution,Schema changes break consumers,Delivery Risk,API Lifecycle,IT Software & Development,Engineering,InterfaceGuard Program,IGP-2025,Execution,Monitoring,API Lead,Frontend & Client Teams,2025-09-24,4,4,16,Clients fail on schema mismatch,No schema evolution strategy,Use versioned schemas and validate diffs,Notify consumers and monitor adoption,Open,2025-12-21,API Logs,Schema Policy,https://interfaceguard/docs/sd083,Schema changes must be managed,External Audit,Verified,Identification,Yes,Yes,Yes,Yes,No,Yes,Yes"
"SD084,Untracked UI Component Ownership,Components lack assigned maintainers,Delivery Risk,Frontend Architecture,IT Software & Development,Engineering,UIHarmony Program,UIH-2025,Execution,Controlling,Frontend Lead,Design & QA,2025-09-24,3,3,9,No accountability for bugs or updates,No ownership registry,Assign owners per component and track in repo,Review ownership quarterly,Open,2025-12-22,Component Logs,UI Ownership Policy,https://uiharmony/docs/sd084,Ownership drives consistency,Internal Audit,Verified,Identification,Yes,Yes,Yes,No,No,Yes,No"
"SD085,Unverified API Gateway Rules,Gateway rules misconfigured or outdated,Delivery Risk,Infrastructure Configuration,IT Software & Development,DevOps,GatewayGuard Program,GGP-2025,Execution,Monitoring,DevOps Lead,Security & Engineering,2025-09-24,3,4,12,Unauthorized access or routing failures,No rule validation or audit,Audit gateway rules and enforce change control,Alert on rule anomalies,Open,2025-12-23,Gateway Logs,Gateway Policy,https://gatewayguard/docs/sd085,Gateways must be governed,External Audit,Verified,Identification,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
"SD086,Untracked API Consumer Registry,Consumers not tracked or notified of changes,Delivery Risk,API Governance,IT Software & Development,Engineering,ConsumerTrack Program,CTP-2025,Execution,Monitoring,API Lead,Client & Support Teams,2025-09-24,3,3,9,Clients unaware of breaking changes,No consumer registry or notification flow,Track consumers and notify on schema updates,Review registry monthly,Open,2025-12-24,Consumer Logs,API Registry Policy,https://consumertrack/docs/sd086,Consumers must be tracked,Internal Audit,Verified,Identification,Yes,Yes,Yes,Yes,No,Yes,Yes"
"SD087,Unverified API Rate Enforcement,Rate limits not enforced consistently,Delivery Risk,API Reliability,IT Software & Development,Engineering,RateGuard Program,RGP-2025,Execution,Monitoring,Backend Lead,Frontend & QA,2025-09-24,3,4,12,Clients overload APIs or get blocked,No enforcement or alerting,Enforce rate limits and monitor breaches,Alert on violations and throttle,Open,2025-12-25,API Logs,Rate Enforcement Policy,https://rateguard/docs/sd087,Rate enforcement protects stability,Internal Audit,Verified,Identification,Yes,Yes,Yes,No,No,Yes,No"
"SD088,Untracked UI Component Metrics,No metrics on component usage or performance,Delivery Risk,Frontend Analytics,IT Software & Development,Engineering,UITrack Program,UTP-2025,Execution,Monitoring,Frontend Lead,Design & QA,2025-09-24,3,3,9,No insight into component adoption or issues,No instrumentation or dashboards,Instrument components and monitor usage,Review metrics monthly,Open,2025-12-26,Component Logs,UI Metrics Policy,https://uitrack/docs/sd088,Metrics drive better design,Internal Audit,Verified,Identification,Yes,Yes,Yes,No,No,Yes,No"
"SD089,Unverified API Security Headers,Security headers missing or misconfigured,Delivery Risk,API Security,IT Software & Development,Engineering,HeaderGuard Program,HGP-2025,Execution,Monitoring,Security Lead,Backend & DevOps,2025-09-24,4,4,16,Exposure to injection or spoofing attacks,No header validation or enforcement,Define required headers and enforce via gateway,Audit headers monthly,Open,2025-12-27,API Logs,Security Header Policy,https://headerguard/docs/sd089,Headers must be secure,External Audit,Verified,Identification,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
"SD090,Untracked Feature Flag Metrics,No metrics on flag usage or impact,Delivery Risk,Release Analytics,IT Software & Development,Engineering,FeatureControl Program,FCP-2025,Execution,Monitoring,Tech Lead,Product & QA,2025-09-24,3,3,9,No insight into feature performance,No instrumentation or dashboards,Track flag usage and correlate with KPIs,Review metrics monthly,Open,2025-12-28,Flag Logs,Feature Metrics Policy,https://featurecontrol/docs/sd090,Metrics drive rollout decisions,Internal Audit,Verified,Identification,Yes,Yes,Yes,No,No,Yes,No"
"SD091,Unverified API Logging Strategy,Logging lacks structure and traceability,Delivery Risk,Observability,IT Software & Development,DevOps,LogTrack Program,LTP-2025,Execution,Monitoring,DevOps Lead,Support & QA,2025-09-24,3,4,12,Hard to debug production issues,No structured logging or correlation IDs,Use structured logs and trace IDs,Review logs weekly and tag critical errors,Open,2025-12-29,Log Files,Logging Policy,https://logtrack/docs/sd091,Structured logs accelerate debugging,Internal Audit,Verified,Identification,Yes,Yes,Yes,No,No,Yes,No"
"SD092,Untracked UI Component Testing,Components lack dedicated test coverage,Delivery Risk,Frontend QA,IT Software & Development,QA,UITrack Program,UTP-2025,Execution,Monitoring,QA Lead,Design & Engineering,2025-09-24,3,3,9,Visual regressions and broken flows,No component-level test strategy,Automate component tests and enforce coverage,Review test gaps monthly,Open,2025-12-30,Test Logs,Component QA Policy,https://uitrack/docs/sd092,Component tests improve reliability,Internal Audit,Verified,Identification,Yes,Yes,Yes,No,No,Yes,No"
"SD093,Unverified API Monitoring Coverage,Critical endpoints lack monitoring,Delivery Risk,API Observability,IT Software & Development,Engineering,MonitorTrack Program,MTP-2025,Execution,Monitoring,Backend Lead,DevOps & Support,2025-09-24,3,4,12,Outages go undetected,No endpoint-level monitoring,Instrument endpoints with health checks and alerts,Review coverage monthly,Open,2025-12-31,Monitoring Logs,API Monitoring Policy,https://monitortrack/docs/sd093,Monitoring must be comprehensive,Internal Audit,Verified,Identification,Yes,Yes,Yes,No,No,Yes,No"
"SD094,Untracked UI Component Dependencies,Dependencies between components not mapped,Delivery Risk,Frontend Architecture,IT Software & Development,Engineering,UIHarmony Program,UIH-2025,Execution,Monitoring,Frontend Lead,Design & QA,2025-09-24,3,3,9,Unexpected breakage during updates,No dependency graph or impact analysis,Map component dependencies and review before changes,Audit dependency graph quarterly,Open,2026-01-01,Component Logs,UI Dependency Policy,https://uiharmony/docs/sd094,Dependencies must be visible,Internal Audit,Verified,Identification,Yes,Yes,Yes,No,No,Yes,No"
"SD095,Unverified API Load Testing,Load testing not performed pre-release,Delivery Risk,API Performance,IT Software & Development,Engineering,LoadGuard Program,LGP-2025,Execution,Monitoring,Backend Lead,QA & DevOps,2025-09-24,4,4,16,APIs crash under traffic spikes,No load testing framework,Simulate traffic and validate performance thresholds,Block release if thresholds not met,Open,2026-01-02,Load Test Logs,Load Testing Policy,https://loadguard/docs/sd095,Load testing prevents outages,External Audit,Verified,Identification,Yes,Yes,Yes,Yes,No,Yes,No"
"SD096,Untracked UI Component Refactors,Refactors done without impact analysis,Delivery Risk,Frontend Architecture,IT Software & Development,Engineering,UIHarmony Program,UIH-2025,Execution,Controlling,Frontend Lead,Design & QA,2025-09-24,3,3,9,Visual regressions and broken flows,No refactor registry or review process,Log refactors and run regression tests,Review refactors monthly,Open,2026-01-03,Component Logs,UI Refactor Policy,https://uiharmony/docs/sd096,Refactors must be governed,Internal Audit,Verified,Identification,Yes,Yes,Yes,No,No,Yes,No"
"SD097,Unverified API Fallback Logic,Fallbacks not tested under failure,Delivery Risk,API Resilience,IT Software & Development,Engineering,ResilienceTrack Program,RTP-2025,Execution,Monitoring,Backend Lead,Frontend & QA,2025-09-24,3,4,12,Clients experience outages or errors,No fallback simulation or validation,Test fallback logic and simulate failures,Alert on fallback activation,Open,2026-01-04,API Logs,Fallback Policy,https://resiliencetrack/docs/sd097,Fallbacks must be tested,Internal Audit,Verified,Identification,Yes,Yes,Yes,No,No,Yes,No"
"SD098,Untracked UI Component Versioning,No version control for shared components,Delivery Risk,Frontend Architecture,IT Software & Development,Engineering,UIHarmony Program,UIH-2025,Execution,Monitoring,Frontend Lead,Design & QA,2025-09-24,3,3,9,Incompatible updates across apps,No semantic versioning or changelogs,Implement versioning and publish changelogs,Review versions before release,Open,2026-01-05,Component Logs,UI Versioning Policy,https://uiharmony/docs/sd098,Versioning ensures compatibility,Internal Audit,Verified,Identification,Yes,Yes,Yes,No,No,Yes,No"
"SD099,Unverified API Health Checks,Health checks not implemented or monitored,Delivery Risk,API Observability,IT Software & Development,Engineering,MonitorTrack Program,MTP-2025,Execution,Monitoring,Backend Lead,DevOps & Support,2025-09-24,3,4,12,Outages go undetected or unresolved,No health check endpoints or alerts,Implement health checks and monitor status,Alert on failures and escalate,Open,2026-01-06,Monitoring Logs,Health Check Policy,https://monitortrack/docs/sd099,Health checks ensure uptime,Internal Audit,Verified,Identification,Yes,Yes,Yes,No,No,Yes,No"
"SD100,Untracked UI Component Lifecycle,Lifecycle stages not defined or enforced,Delivery Risk,Frontend Architecture,IT Software & Development,Engineering,UIHarmony Program,UIH-2025,Execution,Controlling,Frontend Lead,Design & QA,2025-09-24,3,3,9,Components remain in production indefinitely,No lifecycle governance,Define lifecycle stages and enforce transitions,Audit lifecycle status quarterly,Open,2026-01-07,Component Logs,UI Lifecycle Policy,https://uiharmony/docs/sd100,Lifecycle governance reduces tech debt,Internal Audit,Verified,Identification,Yes,Yes,Yes,No,No,Yes,No"
"SD101,Unverified API Response Format,Responses lack consistency across endpoints,Delivery Risk,API Design,IT Software & Development,Engineering,InterfaceGuard Program,IGP-2025,Execution,Monitoring,Backend Lead,Frontend & QA,2025-09-24,3,4,12,Clients misinterpret or mishandle responses,No response schema enforcement,Define response format and validate in CI,Block builds on format mismatch,Open,2026-01-08,API Logs,Response Format Policy,https://interfaceguard/docs/sd101,Consistency improves integration,Internal Audit,Verified,Identification,Yes,Yes,Yes,No,No,Yes,No"
"SD102,Untracked UI Component Feedback,Feedback on components not linked to design,Delivery Risk,UX Strategy,IT Software & Development,Design,UXFit Program,UXF-2025,Execution,Monitoring,UX Lead,Product & QA,2025-09-24,3,3,9,Design decisions ignore user feedback,No feedback tagging or routing,Tag feedback by component and review monthly,Include feedback in design retrospectives,Open,2026-01-09,Feedback Logs,Component Feedback Policy,https://uxfit/docs/sd102,Feedback drives better design,Internal Audit,Verified,Identification,Yes,Yes,Yes,No,No,Yes,No"
"SD103,Unverified API Status Codes,Status codes used inconsistently,Delivery Risk,API Design,IT Software & Development,Engineering,ErrorGuard Program,EGP-2025,Execution,Monitoring,Backend Lead,Frontend & QA,2025-09-24,3,4,12,Clients fail to handle errors correctly,No status code standards,Define status code schema and enforce via linting,Review status codes in staging,Open,2026-01-10,API Logs,Status Code Policy,https://errorguard/docs/sd103,Standard codes improve UX,Internal Audit,Verified,Identification,Yes,Yes,Yes,No,No,Yes,No"
"SD104,Untracked UI Component Accessibility,Accessibility not validated per component,Delivery Risk,Inclusive Design,IT Software & Development,Design,AccessTrack Program,ATP-2025,Execution,Monitoring,UX Lead,QA & Legal,2025-09-24,3,4,12,Non-compliance and user exclusion,No component-level a11y testing,Test components for WCAG compliance,Review gaps monthly,Open,2026-01-11,A11y Logs,Component Accessibility Policy,https://accesstrack/docs/sd104,Accessibility must be granular,External Audit,Verified,Identification,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
"SD105,Unverified API Retry Limits,Retry limits not enforced or tested,Delivery Risk,API Resilience,IT Software & Development,Engineering,RetryGuard Program,RGP-2025,Execution,Monitoring,Backend Lead,Frontend & QA,2025-09-24,3,3,9,Retries overload systems or fail silently,No retry limit enforcement,Define retry limits and test under load,Alert on retry anomalies,Open,2026-01-12,API Logs,Retry Limit Policy,https://retryguard/docs/sd105,Retries must be bounded,Internal Audit,Verified,Identification,Yes,Yes,Yes,No,No,Yes,No"
"SD106,Untracked UI Component Refactor Impact,Refactors break dependent components,Delivery Risk,Frontend Architecture,IT Software & Development,Engineering,UIHarmony Program,UIH-2025,Execution,Monitoring,Frontend Lead,Design & QA,2025-09-24,3,3,9,Unexpected regressions post-refactor,No impact analysis tools,Use dependency graphs and impact analysis,Run regression tests post-refactor,Open,2026-01-13,Component Logs,Refactor Impact Policy,https://uiharmony/docs/sd106,Impact analysis prevents breakage,Internal Audit,Verified,Identification,Yes,Yes,Yes,No,No,Yes,No"
"SD107,Unverified API Authentication Tokens,Tokens lack expiration or scope enforcement,Delivery Risk,Security Integration,IT Software & Development,Engineering,AuthTrack Program,ATP-2025,Execution,Monitoring,Security Lead,Backend & DevOps,2025-09-24,4,4,16,Unauthorized access or token abuse,No TTL or scope validation,Enforce token expiry and scope checks,Audit tokens monthly,Open,2026-01-14,Auth Logs,Token Policy,https://authtrack/docs/sd107,Tokens must be secure and scoped,External Audit,Verified,Identification,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
"SD108,Untracked UI Component Load Time,Component performance not measured,Delivery Risk,Frontend Performance,IT Software & Development,Engineering,PerfTrack Program,PTP-2025,Execution,Monitoring,Frontend Lead,Design & QA,2025-09-24,3,3,9,Slow components degrade UX,No load time benchmarks,Measure component load time and optimize,Alert on performance regressions,Open,2026-01-15,Perf Logs,Component Performance Policy,https://perftrack/docs/sd108,Speed improves user experience,Internal Audit,Verified,Identification,Yes,Yes,Yes,No,No,Yes,No"
